a,b,c
RandomForestClassifier,0.418,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.418,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.418,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.418,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.418,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.418,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.418,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.416,"['fixed acidity', 'residual sugar', 'density', 'pH']"
SVC gamma,0.416,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH']"
SVC gamma,0.416,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH']"
SVC gamma,0.416,"['fixed acidity', 'residual sugar', 'density', 'pH', 'sulphates']"
SVC gamma,0.416,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH']"
SVC gamma,0.416,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH', 'sulphates']"
SVC gamma,0.416,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates']"
SVC gamma,0.416,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.416,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.416,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide']"
RandomForestClassifier,0.416,"['volatile acidity', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.416,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.416,"['free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.416,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH']"
RandomForestClassifier,0.416,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.416,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.416,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.416,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.416,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.416,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.416,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.416,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.416,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.416,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.416,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.414,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.414,"['fixed acidity', 'citric acid', 'residual sugar', 'sulphates']"
RandomForestClassifier,0.414,"['volatile acidity', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.414,"['citric acid', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.414,"['citric acid', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.414,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH']"
RandomForestClassifier,0.414,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.414,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates']"
RandomForestClassifier,0.414,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.414,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.412,"['fixed acidity', 'residual sugar', 'density', 'alcohol']"
SVC gamma,0.412,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'alcohol']"
SVC gamma,0.412,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'alcohol']"
SVC gamma,0.412,"['fixed acidity', 'residual sugar', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.412,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'alcohol']"
SVC gamma,0.412,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.412,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.412,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.412,"['fixed acidity', 'volatile acidity', 'residual sugar', 'sulphates']"
RandomForestClassifier,0.412,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.412,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.412,"['residual sugar', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.412,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.412,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.412,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.412,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.412,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.41,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH']"
SVC gamma,0.41,"['volatile acidity', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.41,"['citric acid', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.41,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.41,"['fixed acidity', 'residual sugar', 'density', 'sulphates']"
RandomForestClassifier,0.41,"['fixed acidity', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.41,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.41,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.41,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.41,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.408,"['total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.408,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'sulphates']"
RandomForestClassifier,0.408,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.408,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.408,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.408,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.408,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.406,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide']"
RandomForestClassifier,0.406,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.406,"['residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.406,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.406,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.406,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.406,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.406,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.404,"['fixed acidity', 'volatile acidity', 'residual sugar', 'pH']"
RandomForestClassifier,0.404,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.404,"['fixed acidity', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.404,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.404,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.404,"['fixed acidity', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.402,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide']"
SVC gamma,0.402,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density']"
SVC gamma,0.402,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'sulphates']"
SVC gamma,0.402,"['fixed acidity', 'citric acid', 'residual sugar', 'density']"
SVC gamma,0.402,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'sulphates']"
SVC gamma,0.402,"['fixed acidity', 'residual sugar', 'density', 'sulphates']"
SVC gamma,0.402,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density']"
SVC gamma,0.402,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'sulphates']"
SVC gamma,0.402,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'sulphates']"
SVC gamma,0.402,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'sulphates']"
SVC gamma,0.402,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'sulphates']"
RandomForestClassifier,0.402,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide']"
RandomForestClassifier,0.402,"['fixed acidity', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.402,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.402,"['citric acid', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.402,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.402,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.402,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.4,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density']"
SVC gamma,0.4,"['volatile acidity', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.4,"['citric acid', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.4,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.4,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.4,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.4,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.4,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.4,"['volatile acidity', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.398,"['citric acid', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.398,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.398,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.398,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.398,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.398,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.398,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.396,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density']"
SVC gamma,0.396,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density']"
SVC gamma,0.396,"['residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.396,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density']"
SVC gamma,0.396,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.396,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.396,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.396,"['fixed acidity', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.396,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.396,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.394,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide']"
SVC gamma,0.394,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.394,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.394,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.394,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.394,"['citric acid', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.394,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.394,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.392,"['citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.392,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.392,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.39,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.39,"['citric acid', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.39,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.39,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.39,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.39,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.388,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.388,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.388,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.386,"['citric acid', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.386,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.384,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.382,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.38,"['volatile acidity', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.38,"['volatile acidity', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.378,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.378,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.376,"['volatile acidity', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.376,"['total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.376,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.374,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH']"
